raw_description,amount,currency,direction,transaction_type,merchant_name,mcc,label,source
STANDING ORDER ADMIRAL,305.23,GBP,debit,SO,ADMIRAL,5960,Insurance,synthetic
CARD BOOTS 13436 13MAY,74.25,GBP,debit,CARD,BOOTS,8011,Healthcare,synthetic
BACS SAM WILSON 11-22-33 44556677 RENT JUNE,1496.73,GBP,debit,BACS,CLARION HOUSING,6513,Rent/Mortgage,synthetic
STANDING ORDER SEVERN TRENT PAYMENT,82.04,GBP,debit,SO,SEVERN TRENT,4812,Utilities,synthetic
CASH WITHDRAWAL ATM LONDON 27/06/2026,467.89,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
POS JD SPORTS 6021,122.06,GBP,debit,POS,JD SPORTS,5691,Shopping,synthetic
CARD PAYMENT PRET LONDON 90638,7.30,GBP,debit,CARD,PRET,5814,Coffee Shops,synthetic
TRANSFER TO SAVINGS 20240906 REF 89591271,2141.20,GBP,credit,TFR,,,Transfers,synthetic
CARD PAYMENT STAGECOACH 28859 20240101,9.54,GBP,debit,CARD,STAGECOACH,4111,Transport,synthetic
BACS BUPA LONDON,5.26,GBP,debit,BACS,BUPA,8021,Healthcare,synthetic
CARD PAYMENT AIRBNB GATWICK 23313,165.93,GBP,debit,CARD,AIRBNB,4511,Travel,synthetic
CARD COSTA COFFEE 93842,15.97,GBP,debit,CARD,COSTA COFFEE,5812,Coffee Shops,synthetic
CARD SAINSBURY'S 37225,92.41,GBP,debit,CARD,SAINSBURY'S,5411,Groceries,synthetic
VISA LASTMINUTE.COM 72774 *,645.64,GBP,debit,CARD,LASTMINUTE.COM,4411,Travel,synthetic
CARD AMAZON,10.14,GBP,debit,CARD,AMAZON,5691,Shopping,synthetic
VISA ZIZZI REF 46619573,54.56,GBP,debit,CARD,ZIZZI,5814,Dining,synthetic
CARD STEAM GAMES REF 63787771,136.02,GBP,debit,CARD,STEAM GAMES,7832,Entertainment,synthetic
PAYPAL CINEWORLD REF 51079324,12.23,GBP,debit,PAYPAL,CINEWORLD,7999,Entertainment,synthetic
PAYPAL UDEMY NEWCASTLE,198.70,GBP,debit,PAYPAL,UDEMY,8220,Education,synthetic
POS TEXACO MANCHESTER 8337,72.09,GBP,debit,POS,TEXACO,5541,Fuel,synthetic
CARD GETT MANCHESTER 79219,62.70,GBP,debit,CARD,GETT,4111,Transport,synthetic
LINK ATM ATM LEEDS 23/08/2023,95.10,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
CARD BA GATWICK,860.35,GBP,debit,CARD,BA,4511,Travel,synthetic
DD SSE REF 33288072,19.58,GBP,debit,DD,SSE,4900,Utilities,synthetic
CARD COOP 72767 19MAY,36.57,GBP,debit,CARD,COOP,5499,Groceries,synthetic
MASTERCARD EASYJET 18387 27/04/2026.,849.79,GBP,debit,CARD,EASYJET,4411,Travel,synthetic
CARD APPLE.COM/BILL,11.23,GBP,debit,CARD,APPLE.COM/BILL,4899,Subscriptions,synthetic
CARD PAYMENT STEAM GAMES MANCHESTER,103.09,GBP,debit,CARD,STEAM GAMES,7922,Entertainment,synthetic
PACKAGED ACCOUNT FEE,20.99,GBP,debit,DD,HSBC,6051,Fees,synthetic
GOOGLE PAY ASDA REF 70467027,12.50,GBP,debit,GOOGLE_PAY,ASDA,5300,Groceries,synthetic
CARD PAYMENT HMRC PAYMENT,81.75,GBP,debit,CARD,COUNCIL TAX,9211,Taxes,synthetic
TFR TO SAVINGS ACCOUNT 10DEC REF 33271861,1818.59,GBP,credit,TFR,,,Transfers,synthetic
STANDING ORDER ADMIRAL ,100.03,GBP,debit,SO,ADMIRAL,5960,Insurance,synthetic
CARD JD SPORTS,154.30,GBP,debit,CARD,JD SPORTS,5310,Shopping,synthetic
PAYPAL RNLI LONDON 27MAY,44.76,GBP,debit,PAYPAL,RNLI,8398,Charity,synthetic
MASTERCARD ZIZZI 3947 03AUG,78.47,GBP,debit,CARD,ZIZZI,5814,Dining,synthetic
TRANSFER TO EASY ACCESS SAVER,4175.22,GBP,credit,TFR,,,Transfers,synthetic
DD HMRC PAYMENT,134.93,GBP,debit,DD,DVLA,9399,Taxes,synthetic
ACCOUNT FEE ,14.90,GBP,debit,SO,,6012,Fees,synthetic
STANDING ORDER BRITISH GAS,56.38,GBP,debit,SO,BRITISH GAS,4812,Utilities,synthetic
CARD VUE,101.01,GBP,debit,CARD,VUE,7832,Entertainment,synthetic
VISA NANDO'S 43581 20251206,71.50,GBP,debit,CARD,NANDO'S,5812,Dining,synthetic
VISA DISNEY PLUS  90497,24.15,GBP,debit,CARD,DISNEY PLUS,5968,Subscriptions,synthetic
FPS DVLA VEHICLE TAX,499.27,GBP,debit,FPS,,9211,Taxes,synthetic
DD COUNCIL TAX,36.09,GBP,debit,DD,HM REVENUE & CUSTOMS,9211,Taxes,synthetic
DD LV= //,345.41,GBP,debit,DD,LV=,5960,Insurance,synthetic
MASTERCARD TEXACO *,113.67,GBP,debit,CARD,TEXACO,5541,Fuel,synthetic
CARD PAYMENT APPLE.COM/BILL  24OCT,24.95,GBP,debit,CARD,APPLE.COM/BILL,5734,Subscriptions,synthetic
CARD NHS,122.33,GBP,debit,CARD,NHS,8021,Healthcare,synthetic
LINK ATM LINK ATM 89015 27APR,474.54,GBP,debit,ATM,LINK ATM,6011,Cash Withdrawal,synthetic
BACS PRIME HIRE LTD PAYROLL REF 31036065,4909.81,GBP,credit,BACS,PRIME HIRE LTD,,Salary,synthetic
MASTERCARD JET LONDON,76.24,GBP,debit,CARD,JET,5172,Fuel,synthetic
POS TICKETMASTER MANCHESTER 52003,103.03,GBP,debit,POS,TICKETMASTER,7832,Entertainment,synthetic
VISA WAGAMAMA LONDON 33640,42.93,GBP,debit,CARD,WAGAMAMA,5814,Dining,synthetic
APPLE PAY KFC,56.95,GBP,debit,APPLE_PAY,KFC,5812,Dining,synthetic
PAYPAL BHF ,73.48,GBP,debit,PAYPAL,BHF,8398,Charity,synthetic
VISA TICKETMASTER REF 32676550,126.49,GBP,debit,CARD,TICKETMASTER,7999,Entertainment,synthetic
PACKAGED ACCOUNT FEE,20.72,GBP,debit,SO,,6051,Fees,synthetic
DD NHS LONDON 14 AUG,130.00,GBP,debit,DD,NHS,5912,Healthcare,synthetic
PAYPAL NSPCC,65.33,GBP,debit,PAYPAL,NSPCC,8398,Charity,synthetic
CARD PAYMENT APPLE.COM/BILL  45549,10.47,GBP,debit,CARD,APPLE.COM/BILL,5734,Subscriptions,synthetic
FPS SALARY ACME LTD,5519.27,GBP,credit,FPS,ACME LTD,,Salary,synthetic
CARD PAYMENT COURSERA LONDON,470.74,GBP,debit,CARD,COURSERA,8299,Education,synthetic
TFR TO SAVINGS ACCOUNT REF 76619163,640.38,GBP,credit,TFR,,,Transfers,synthetic
SO BARCLAYS MORTGAGE  15620,1219.30,GBP,debit,SO,BARCLAYS MORTGAGE,6513,Rent/Mortgage,synthetic
DIRECT DEBIT SEVERN TRENT PAYMENT,187.45,GBP,debit,DD,SEVERN TRENT,4900,Utilities,synthetic
CARD PAYMENT GETT MANCHESTER,67.42,GBP,debit,CARD,GETT,4789,Transport,synthetic
CARD NETFLIX.COM,29.19,GBP,debit,CARD,NETFLIX.COM,4899,Subscriptions,synthetic
CASH WITHDRAWAL CASH MACHINE MANCHESTER 46387 *,276.94,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
SQ CAFE LOCAL REF 85341065,14.87,GBP,debit,SQUARE,CAFE LOCAL,5812,Coffee Shops,synthetic
LINK ATM LINK ATM LEEDS,45.51,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
POS MCDONALD'S,41.37,GBP,debit,POS,MCDONALD'S,5812,Dining,synthetic
STANDING ORDER MORTGAGE PAYMENT REF 31381637,2041.34,GBP,debit,SO,MORTGAGE PAYMENT,9399,Rent/Mortgage,synthetic
VISA COSTA COFFEE ,6.14,GBP,debit,CARD,COSTA COFFEE,5814,Coffee Shops,synthetic
FPS HMRC PAYMENT,125.10,GBP,debit,FPS,DVLA,9399,Taxes,synthetic
VISA TESCO PETROL BIRMINGHAM 20240812,109.27,GBP,debit,CARD,TESCO PETROL,5172,Fuel,synthetic
VISA CAFE LOCAL 51620,12.20,GBP,debit,CARD,CAFE LOCAL,5814,Coffee Shops,synthetic
CARD PAYMENT M&S 23505 26JUN,48.07,GBP,debit,CARD,M&S,5411,Groceries,synthetic
DD INCOME TAX PAYMENT,114.37,GBP,debit,DD,HMRC,9399,Taxes,synthetic
BACS RENT 92391 20230806,410.62,GBP,debit,BACS,RENT,9399,Rent/Mortgage,synthetic
CARD TESCO PETROL 82657 20230814,51.86,GBP,debit,CARD,TESCO PETROL,5541,Fuel,synthetic
CARD BRITISH AIRWAYS GATWICK,79.34,GBP,debit,CARD,BRITISH AIRWAYS,4722,Travel,synthetic
CARD PAYMENT JET2 42241 18/08/2026,853.70,GBP,debit,CARD,JET2,4511,Travel,synthetic
CARD PAYMENT WWF,29.87,GBP,debit,CARD,WWF,8398,Charity,synthetic
GOOGLE PAY COOP REF 83300637,110.59,GBP,debit,GOOGLE_PAY,COOP,5499,Groceries,synthetic
FPS MORTGAGE PAYMENT //,2363.85,GBP,debit,FPS,MORTGAGE PAYMENT,9399,Rent/Mortgage,synthetic
POS WAGAMAMA 22105,11.95,GBP,debit,POS,WAGAMAMA,5812,Dining,synthetic
BACS INNOTECH LTD SALARY,4836.77,GBP,credit,BACS,INNOTECH LTD,,Salary,synthetic
CASH WITHDRAWAL LINK ATM 72351 20241024,65.11,GBP,debit,ATM,LINK ATM,6011,Cash Withdrawal,synthetic
BACS DENTAL LONDON,100.17,GBP,debit,BACS,DENTAL,8021,Healthcare,synthetic
TFR TO JOINT ACCOUNT,1406.90,GBP,credit,TFR,,,Transfers,synthetic
STRIPE JD SPORTS.,66.39,GBP,debit,STRIPE,JD SPORTS,5399,Shopping,synthetic
BACS PASSPORT OFFICE 83297 20231128,170.01,GBP,debit,BACS,PASSPORT OFFICE,7299,Other,synthetic
FPS HMRC PAYMENT,302.04,GBP,debit,FPS,HMRC,9211,Taxes,synthetic
PAYPAL FIRST BUS 86749 22 AUG,81.08,GBP,debit,PAYPAL,FIRST BUS,4111,Transport,synthetic
POS GETT 20554,76.75,GBP,debit,POS,GETT,4789,Transport,synthetic
POS TFL TRAVEL CHARGE LEEDS 95566 //,82.49,GBP,debit,POS,TFL TRAVEL CHARGE,4789,Transport,synthetic
STANDING ORDER HALIFAX MORTGAGE,1891.99,GBP,debit,SO,HALIFAX MORTGAGE,9399,Rent/Mortgage,synthetic
DD NEWCASTLE COLLEGE LONDON 09 JUN,434.50,GBP,debit,DD,NEWCASTLE COLLEGE,8220,Education,synthetic
STANDING ORDER CLARION HOUSING *,1154.27,GBP,debit,SO,CLARION HOUSING,9399,Rent/Mortgage,synthetic
POS SANTANDER CYCLES BIRMINGHAM 41673,74.82,GBP,debit,POS,SANTANDER CYCLES,4789,Transport,synthetic
CARD NETFLIX  09JUL,30.70,GBP,debit,CARD,NETFLIX,4899,Subscriptions,synthetic
APPLE PAY TESCO EXPRESS 93726,48.33,GBP,debit,APPLE_PAY,TESCO EXPRESS,5499,Groceries,synthetic
FOREIGN TRANSACTION FEE,43.06,GBP,debit,SO,BARCLAYS,6012,Fees,synthetic
CARD SHELL REF 83286377,129.82,GBP,debit,CARD,SHELL,5541,Fuel,synthetic
POS VUE MANCHESTER 32863,47.73,GBP,debit,POS,VUE,7999,Entertainment,synthetic
CARD ASDA REF 20399639,10.51,GBP,debit,CARD,ASDA,5411,Groceries,synthetic
SO PRUDENTIAL  27 AUG,211.01,GBP,debit,SO,PRUDENTIAL,6300,Insurance,synthetic
STANDING ORDER THREE,149.29,GBP,debit,SO,THREE,4900,Utilities,synthetic
SO O2 REF 15414590,75.41,GBP,debit,SO,O2,4900,Utilities,synthetic
MASTERCARD FIVE GUYS 42333 *,21.70,GBP,debit,CARD,FIVE GUYS,5814,Dining,synthetic
FPS COUNCIL TAX,65.67,GBP,debit,FPS,HMRC,9399,Taxes,synthetic
CARD PAYMENT BOLT REF 83248658,71.91,GBP,debit,CARD,BOLT,4111,Transport,synthetic
BACS ACME LIMITED PAYROLL,3710.27,GBP,credit,BACS,ACME LIMITED,,Salary,synthetic
DD COURSERA LONDON 03APR,254.35,GBP,debit,DD,COURSERA,8299,Education,synthetic
BACS COURSERA REF 39035574,250.93,GBP,debit,BACS,COURSERA,8299,Education,synthetic
APPLE PAY GOOGLE STORAGE  06 DEC,8.77,GBP,debit,APPLE_PAY,GOOGLE STORAGE,5968,Subscriptions,synthetic
FPS COUNCIL TAX,467.77,GBP,debit,FPS,,9399,Taxes,synthetic
CARD PAYMENT LASTMINUTE.COM HEATHROW 07 OCT,753.64,GBP,debit,CARD,LASTMINUTE.COM,4411,Travel,synthetic
APPLE PAY WETHERSPOONS 90596,72.31,GBP,debit,APPLE_PAY,WETHERSPOONS,5814,Dining,synthetic
POS TRAINLINE,36.64,GBP,debit,POS,TRAINLINE,4131,Transport,synthetic
VISA MORRISONS,54.88,GBP,debit,CARD,MORRISONS,5411,Groceries,synthetic
CARD PAYMENT BOLT MANCHESTER 20250204,45.41,GBP,debit,CARD,BOLT,4121,Transport,synthetic
FPS MONTHLY SALARY ACME LTD,2877.99,GBP,credit,FPS,ACME LTD,,Salary,synthetic
APPLE PAY FIRST BUS,18.14,GBP,debit,APPLE_PAY,FIRST BUS,4121,Transport,synthetic
STANDING ORDER EON,261.25,GBP,debit,SO,EON,4812,Utilities,synthetic
BACS SUPERDRUG REF 50764930.,48.00,GBP,debit,BACS,SUPERDRUG,8049,Healthcare,synthetic
BACS BRITISH HEART FOUNDATION  63110,76.64,GBP,debit,BACS,BRITISH HEART FOUNDATION,8398,Charity,synthetic
CARD GOV.UK,133.38,GBP,debit,CARD,GOV.UK,5999,Other,synthetic
BACS HAIRDRESSERS REF 63370240,117.04,GBP,debit,BACS,HAIRDRESSERS,5999,Other,synthetic
DD OPTICIANS MANCHESTER 20230706,89.55,GBP,debit,DD,OPTICIANS,5912,Healthcare,synthetic
CARD PAYMENT AIRBNB REF 65079123,433.26,GBP,debit,CARD,AIRBNB,4722,Travel,synthetic
CARD ASDA PETROL,84.46,GBP,debit,CARD,ASDA PETROL,5172,Fuel,synthetic
STRIPE JL 82717,237.59,GBP,debit,STRIPE,JL,5691,Shopping,synthetic
POS ROYAL MAIL REF 36743100,67.29,GBP,debit,POS,ROYAL MAIL,7299,Other,synthetic
VISA GOOGLE STORAGE ,28.36,GBP,debit,CARD,GOOGLE STORAGE,4899,Subscriptions,synthetic
OVERDRAFT INTEREST CHARGE,40.89,GBP,debit,DD,HSBC,6012,Fees,synthetic
CASH WITHDRAWAL CASH MACHINE REF 82956541,32.15,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
DIRECT DEBIT AXA.,202.28,GBP,debit,DD,AXA,5960,Insurance,synthetic
TRANSFER TO ISA,2604.87,GBP,credit,TFR,,,Transfers,synthetic
FOREIGN TRANSACTION FEE,5.33,GBP,debit,SO,HSBC,6012,Fees,synthetic
MASTERCARD SAINSBURYS PETROL REF 98614357,73.30,GBP,debit,CARD,SAINSBURYS PETROL,5172,Fuel,synthetic
DD SELF ASSESSMENT TAX,316.69,GBP,debit,DD,COUNCIL TAX,9211,Taxes,synthetic
VISA BOOKING.COM REF 32398512.,143.67,GBP,debit,CARD,BOOKING.COM,4511,Travel,synthetic
CARD PAYMENT TRAVELODGE 01/10/2024 //,698.77,GBP,debit,CARD,TRAVELODGE,4722,Travel,synthetic
ATM LINK ATM MANCHESTER,191.78,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
FASTER PAYMENT PRIME HIRE LTD PAYROLL REF 64331127,1741.55,GBP,credit,FPS,PRIME HIRE LTD,,Salary,synthetic
LATE PAYMENT FEE,16.64,GBP,debit,SO,BARCLAYS,6012,Fees,synthetic
TFR TO JOINT ACCOUNT,1816.67,GBP,credit,TFR,,,Transfers,synthetic
CASH WITHDRAWAL ATM 50484 25FEB,165.26,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
APPLE PAY NERO,4.93,GBP,debit,APPLE_PAY,NERO,5814,Coffee Shops,synthetic
SO EE PAYMENT,199.79,GBP,debit,SO,EE,4812,Utilities,synthetic
CASH WITHDRAWAL ATM LEEDS 16624,249.20,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
CARD POST OFFICE 50972 11APR,26.77,GBP,debit,CARD,POST OFFICE,5999,Other,synthetic
CARD PLAYSTATION NETWORK REF 20495780,22.11,GBP,debit,CARD,PLAYSTATION NETWORK,7922,Entertainment,synthetic
BACS SCOTTISH POWER REF 88176784,141.17,GBP,debit,BACS,SCOTTISH POWER,4899,Utilities,synthetic
CARD PAYMENT TRAVELODGE 81450 20250616,668.08,GBP,debit,CARD,TRAVELODGE,4722,Travel,synthetic
POS TFL,49.32,GBP,debit,POS,TFL,4789,Transport,synthetic
APPLE PAY KFC LONDON 33090,44.10,GBP,debit,APPLE_PAY,KFC,5814,Dining,synthetic
FPS HM REVENUE & CUSTOMS,37.73,GBP,debit,FPS,COUNCIL TAX,9211,Taxes,synthetic
CARD TRAINLINE MANCHESTER 05/09/2024,12.03,GBP,debit,CARD,TRAINLINE,4111,Transport,synthetic
DD ADMIRAL 20260401.,120.05,GBP,debit,DD,ADMIRAL,6300,Insurance,synthetic
DD MORE THAN  16685,136.80,GBP,debit,DD,MORE THAN,5960,Insurance,synthetic
CARD PAYMENT GULF REF 98470632,24.04,GBP,debit,CARD,GULF,5541,Fuel,synthetic
CARD PAYMENT ARGOS MANCHESTER,61.40,GBP,debit,CARD,ARGOS,5310,Shopping,synthetic
DD LV=,387.59,GBP,debit,DD,LV=,6300,Insurance,synthetic
CARD PRET,5.20,GBP,debit,CARD,PRET,5814,Coffee Shops,synthetic
CARD PAYMENT KINGS COLLEGE LONDON REF 20073485,66.60,GBP,debit,CARD,KINGS COLLEGE LONDON,8220,Education,synthetic
CARD HAIRDRESSERS  7943,94.62,GBP,debit,CARD,HAIRDRESSERS,7299,Other,synthetic
PAYPAL ZARA MANCHESTER 06 FEB.,227.56,GBP,debit,PAYPAL,ZARA,5311,Shopping,synthetic
BACS MONTHLY SALARY HALCYON GROUP,5760.63,GBP,credit,BACS,HALCYON GROUP,,Salary,synthetic
DD BT GROUP REF 33675811,163.79,GBP,debit,DD,BT GROUP,4814,Utilities,synthetic
PACKAGED ACCOUNT FEE,12.69,GBP,debit,DD,,6012,Fees,synthetic
CARD ROYAL MAIL 29404 *,198.62,GBP,debit,CARD,ROYAL MAIL,5999,Other,synthetic
MASTERCARD LASTMINUTE.COM 49635,68.29,GBP,debit,CARD,LASTMINUTE.COM,4511,Travel,synthetic
CARD BHF 11528 09DEC,4.25,GBP,debit,CARD,BHF,8398,Charity,synthetic
SO RENT 52374 20260117,1193.63,GBP,debit,SO,RENT,6513,Rent/Mortgage,synthetic
PAYPAL XBOX,95.53,GBP,debit,PAYPAL,XBOX,7922,Entertainment,synthetic
FPS GLOBEX CORP PAYROLL,1799.03,GBP,credit,FPS,GLOBEX CORP,,Salary,synthetic
STRIPE CURRY'S MANCHESTER 18 JAN,223.16,GBP,debit,STRIPE,CURRY'S,5311,Shopping,synthetic
ATM LINK ATM REF 16015958 *,271.82,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
POS BOOTS REF 83421108,120.57,GBP,debit,POS,BOOTS,8011,Healthcare,synthetic
DD PRUDENTIAL  94170,297.27,GBP,debit,DD,PRUDENTIAL,5960,Insurance,synthetic
APPLE PAY STARBUCKS 47120 20230321,12.32,GBP,debit,APPLE_PAY,STARBUCKS,5814,Coffee Shops,synthetic
OVERDRAFT INTEREST CHARGE,24.01,GBP,debit,SO,BARCLAYS,6012,Fees,synthetic
CASH WITHDRAWAL FEE,39.86,GBP,debit,SO,BARCLAYS,6012,Fees,synthetic
TRANSFER TO EASY ACCESS SAVER 20230502,3780.29,GBP,credit,TFR,,,Transfers,synthetic
DIRECT DEBIT LANDLORD  04AUG,1008.67,GBP,debit,DD,LANDLORD,9399,Rent/Mortgage,synthetic
PAYPAL APPLE MUSIC  11417,18.66,GBP,debit,PAYPAL,APPLE MUSIC,5968,Subscriptions,synthetic
CARD SPORTS DIRECT 86755,213.09,GBP,debit,CARD,SPORTS DIRECT,5311,Shopping,synthetic
BACS LV= ,339.95,GBP,debit,BACS,LV=,5960,Insurance,synthetic
ATM CASH MACHINE ,344.24,GBP,debit,ATM,CASH MACHINE,6010,Cash Withdrawal,synthetic
VISA EXPEDIA 8794,314.57,GBP,debit,CARD,EXPEDIA,4411,Travel,synthetic
CARD ETSY,201.11,GBP,debit,CARD,ETSY,5399,Shopping,synthetic
VISA PREMIER INN,208.46,GBP,debit,CARD,PREMIER INN,4722,Travel,synthetic
CARD PAYMENT JET2 72533 25/12/2026,187.67,GBP,debit,CARD,JET2,4411,Travel,synthetic
PAYPAL NEWCASTLE COLLEGE LONDON,218.22,GBP,debit,PAYPAL,NEWCASTLE COLLEGE,8220,Education,synthetic
CARD AMAZON PRIME 7868,17.04,GBP,debit,CARD,AMAZON PRIME,5734,Subscriptions,synthetic
CARD BOOKING.COM GATWICK 74718.,714.70,GBP,debit,CARD,BOOKING.COM,4722,Travel,synthetic
SO BT,282.21,GBP,debit,SO,BT,4812,Utilities,synthetic
POS NERO,13.77,GBP,debit,POS,NERO,5812,Coffee Shops,synthetic
CARD PAYMENT PREMIER INN 49995,384.26,GBP,debit,CARD,PREMIER INN,4722,Travel,synthetic
BACS HM REVENUE & CUSTOMS,405.63,GBP,debit,BACS,DVLA,9211,Taxes,synthetic
VISA GREGGS  56469,12.83,GBP,debit,CARD,GREGGS,5814,Coffee Shops,synthetic
CARD TESCO PETROL LONDON 37042,99.57,GBP,debit,CARD,TESCO PETROL,5541,Fuel,synthetic
CARD PAYMENT HAIRDRESSERS LONDON 89074,22.63,GBP,debit,CARD,HAIRDRESSERS,5999,Other,synthetic
SO THAMES WATER REF 62800378,241.36,GBP,debit,SO,THAMES WATER,4814,Utilities,synthetic
POS PRET A MANGER,9.84,GBP,debit,POS,PRET A MANGER,5812,Coffee Shops,synthetic
BACS THAMES WATER,252.58,GBP,debit,BACS,THAMES WATER,4900,Utilities,synthetic
PAYPAL JET2 LONDON,345.76,GBP,debit,PAYPAL,JET2,4511,Travel,synthetic
POS STARBUCKS,5.25,GBP,debit,POS,STARBUCKS,5814,Coffee Shops,synthetic
CARD ESSO 8848 23/12/2024,65.11,GBP,debit,CARD,ESSO,5542,Fuel,synthetic
BANK TRANSFER BETWEEN ACCOUNTS REF 57774283,849.13,GBP,credit,TFR,,,Transfers,synthetic
FASTER PAYMENT BLUEFIN SOLUTIONS SALARY,4404.65,GBP,credit,FPS,BLUEFIN SOLUTIONS,,Salary,synthetic
MASTERCARD DOMINO'S REF 78090647,26.22,GBP,debit,CARD,DOMINO'S,5812,Dining,synthetic
CARD PAYMENT NETFLIX.COM 2157,28.63,GBP,debit,CARD,NETFLIX.COM,5734,Subscriptions,synthetic
STANDING ORDER SANTANDER MORTGAGE  10472,559.89,GBP,debit,SO,SANTANDER MORTGAGE,9399,Rent/Mortgage,synthetic
BACS SSE,131.22,GBP,debit,BACS,SSE,4899,Utilities,synthetic
CARD PAYMENT BOLT MANCHESTER,65.48,GBP,debit,CARD,BOLT,4789,Transport,synthetic
POS OPTICIANS MANCHESTER 20261121,91.99,GBP,debit,POS,OPTICIANS,8049,Healthcare,synthetic
CARD DRY CLEANERS 68414 //,143.92,GBP,debit,CARD,DRY CLEANERS,7299,Other,synthetic
CARD PAYMENT BLACK CAB,15.76,GBP,debit,CARD,BLACK CAB,4131,Transport,synthetic
POS SPECSAVERS MANCHESTER,27.03,GBP,debit,POS,SPECSAVERS,8021,Healthcare,synthetic
CARD PAYMENT SCHOOL FEES  33875,88.60,GBP,debit,CARD,SCHOOL FEES,8220,Education,synthetic
CARD ASDA REF 59302863,8.92,GBP,debit,CARD,ASDA,5411,Groceries,synthetic
DD COUNCIL TAX,210.66,GBP,debit,DD,DVLA,9211,Taxes,synthetic
DD HM REVENUE & CUSTOMS,113.21,GBP,debit,DD,HMRC,9211,Taxes,synthetic
PACKAGED ACCOUNT FEE,7.42,GBP,debit,SO,LLOYDS,6012,Fees,synthetic
FPS TO SAVINGS 15/09/2025,560.79,GBP,credit,FPS,,,Transfers,synthetic
POS PASSPORT OFFICE REF 46602402,81.20,GBP,debit,POS,PASSPORT OFFICE,5999,Other,synthetic
VISA PRET A MANGER REF 24413864 //,12.04,GBP,debit,CARD,PRET A MANGER,5812,Coffee Shops,synthetic
APPLE PAY GOOGLE ONE  29384,34.74,GBP,debit,APPLE_PAY,GOOGLE ONE,4899,Subscriptions,synthetic
CARD ZARA LONDON 20 SEP,11.93,GBP,debit,CARD,ZARA,5691,Shopping,synthetic
CASH WITHDRAWAL CASH MACHINE,239.19,GBP,debit,ATM,CASH MACHINE,6010,Cash Withdrawal,synthetic
GOOGLE PAY ASDA LEEDS,41.84,GBP,debit,GOOGLE_PAY,ASDA,5300,Groceries,synthetic
POS SEE TICKETS REF 80380884,18.58,GBP,debit,POS,SEE TICKETS,7922,Entertainment,synthetic
DIRECT DEBIT PEABODY REF 50810571,535.26,GBP,debit,DD,PEABODY,9399,Rent/Mortgage,synthetic
SQ STARBUCKS 20074,11.67,GBP,debit,SQUARE,STARBUCKS,5814,Coffee Shops,synthetic
TFR TO SAVINGS,3321.58,GBP,credit,TFR,,,Transfers,synthetic
FPS SALARY HALCYON GROUP 20250118,3658.96,GBP,credit,FPS,HALCYON GROUP,,Salary,synthetic
POS TESCO STORES  28FEB,25.75,GBP,debit,POS,TESCO STORES,5300,Groceries,synthetic
BACS COURSERA 70115,436.14,GBP,debit,BACS,COURSERA,8220,Education,synthetic
POS GOV.UK 33037 20230924,106.03,GBP,debit,POS,GOV.UK,5999,Other,synthetic
PAYPAL AMAZON.CO.UK LONDON 84657,41.31,GBP,debit,PAYPAL,AMAZON.CO.UK,5310,Shopping,synthetic
PAYPAL CITY LIT,74.52,GBP,debit,PAYPAL,CITY LIT,8220,Education,synthetic
CARD GULF BIRMINGHAM 20231210,118.69,GBP,debit,CARD,GULF,5542,Fuel,synthetic
FPS PEABODY 41404 22 MAR,422.21,GBP,debit,FPS,PEABODY,6513,Rent/Mortgage,synthetic
PAYPAL SCHOOL FEES NEWCASTLE.,323.38,GBP,debit,PAYPAL,SCHOOL FEES,8220,Education,synthetic
APPLE PAY CO-OP 10061,46.36,GBP,debit,APPLE_PAY,CO-OP,5300,Groceries,synthetic
SQ GREGGS 194,5.06,GBP,debit,SQUARE,GREGGS,5812,Coffee Shops,synthetic
PAYPAL UNIVERSITY NEWCASTLE,79.67,GBP,debit,PAYPAL,UNIVERSITY,8220,Education,synthetic
DD UDEMY REF 64266882,289.37,GBP,debit,DD,UDEMY,8220,Education,synthetic
POS MURCO,120.25,GBP,debit,POS,MURCO,5541,Fuel,synthetic
DIRECT DEBIT LANDLORD 87252,2101.98,GBP,debit,DD,LANDLORD,6513,Rent/Mortgage,synthetic
MASTERCARD EASYJET  2421,532.18,GBP,debit,CARD,EASYJET,4722,Travel,synthetic
CARD PAYMENT TFL BIRMINGHAM 19971,47.01,GBP,debit,CARD,TFL,4111,Transport,synthetic
PAYPAL AMAZON 52897,108.89,GBP,debit,PAYPAL,AMAZON,5691,Shopping,synthetic
CASH WITHDRAWAL LINK ATM LONDON,335.16,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
FOREIGN TRANSACTION FEE,2.93,GBP,debit,SO,BARCLAYS,6012,Fees,synthetic
CARD PAYMENT EASYJET,645.32,GBP,debit,CARD,EASYJET,4511,Travel,sandbox
